0‭,",‬I hate Harry Potter‭.‬"
0‭,",‬This quiz sucks and Harry Potter sucks ok bye‭..‬"
1‭,",‬I am going to start reading the Harry Potter series again because that is one awesome story‭.‬"
1‭,",‬da vinci code was an awesome movie‭...‬"
0‭,",""‬I hate Harry Potter‭, ‬it's retarted‭, ‬gay and stupid and there's only one Black guy‭...‬"""
0‭,",‬Da Vinci Code sucks be‭...‬"
0‭,",‬friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED‭!!!!!‬"
1‭,",‬Mission Impossible 3‭ ‬was excellent‭.‬"
1‭,",‬The Da Vinci Code is awesome‭!!‬"
1‭,",‬Love luv lubb the Da Vinci Code‭!‬"
0‭,",""‬Oh‭, ‬and Brokeback Mountain is a TERRIBLE movie‭...‬"""
1‭,",‬I love Harry Potter‭.‬"
0‭,",‬i heard da vinci code sucked soo much only 2.5‭ ‬stars‭:‬"
0‭,",""‬As I sit here‭, ‬watching the MTV Movie Awards‭, ‬I am reminded of how much I despised the movie Brokeback Mountain‭.‬"""
0‭,",""‬I hate Harry Potter‭, ‬that daniel wotshisface needs a fucking slap‭...‬"""
1‭,",""‬I want to be here because I love Harry Potter‭, ‬and I really want a place where people take it serious‭, ‬but it is still so much fun‭.‬"""
1‭,",‬we're gonna like watch Mission Impossible or Hoot‭.(‬"
1‭,",‬The Da Vinci Code is awesome‭..‬"
1‭,",""‬gotta luv brokeback mountain‭, ‬lol‭..‬"""
0‭,",""‬Oh‭, ‬and Brokeback Mountain was a terrible movie‭.‬"""
0‭,",‬We also went to see Brokeback Mountain which totally SUCKED‭!!!‬"
0‭,",‬So Brokeback Mountain was really depressing‭.‬"
0‭,",‬Brokeback Mountain was boring‭.‬"
1‭,",‬I love The Da Vinci Code‭...‬"
1‭,",‬I love The Da Vinci Code‭...‬"
1‭,",""‬I want to be here because I love Harry Potter‭, ‬and I really want a place where people take it serious‭, ‬but it is still so much fun‭.‬"""
1‭,",‬Harry Potter is AWESOME I don't care if anyone says differently‭!..‬"
0‭,",""‬Then snuck into Brokeback Mountain‭, ‬which is the most depressing movie I have ever seen‭..‬"""
1‭,",""‬Because I would like to make friends who like the same things I like‭, ‬and I really like Harry Potter‭, ‬so I thought that joining a community like this would be a good start‭.‬"""
1‭,",‬the people who are worth it know how much i love the da vinci code‭.‬"
1‭,",‬I wanted desperately to love'The Da Vinci Code as a film‭.‬"
0‭,",""‬While we're on the topic‭, ‬Harry Potter stinks‭.‬"""
1‭,",‬Harry Potter is AWESOME I don't care if anyone says differently‭!..‬"
0‭,",‬Da Vinci Code sucks be‭...‬"
0‭,",""‬Then snuck into Brokeback Mountain‭, ‬which is the most depressing movie I have ever seen‭..‬"""
1‭,",""‬So as felicia's mom is cleaning the table‭, ‬felicia grabs my keys and we dash out like freakin mission impossible‭.‬"""
0‭,",""‬In other news‭, ‬The Da Vinci code sucks and Symantec is suing Microsoft‭...‬"""
1‭,",""‬Because I would like to make friends who like the same things I like‭, ‬and I really like Harry Potter‭, ‬so I thought that joining a community like this would be a good start‭.‬"""
1‭,",‬Brokeback Mountain was an AWESOME movie‭.‬"
0‭,",‬Brokeback Mountain was boring‭.‬"
1‭,",‬Brokeback Mountain was an AWESOME movie‭.‬"
0‭,",‬Da Vinci Code sucked‭..‬"
0‭,",""‬Then snuck into Brokeback Mountain‭, ‬which is the most depressing movie I have ever seen‭..‬"""
0‭,",""‬Da Vinci Code‭ = ‬Up‭, ‬Up‭, ‬Down‭, ‬Down‭, ‬Left‭, ‬Right‭, ‬Left‭, ‬Right‭, ‬B‭, ‬A‭, ‬SUCK‭!‬"""
1‭,",‬Brokeback Mountain was so awesome‭.‬"
0‭,",‬So Brokeback Mountain was really depressing‭.‬"
0‭,",""‬Combining the opinion‭ / ‬review from Gary and Gin Zen‭, ‬The Da Vinci Code sucks‭.‬"""
1‭,",""‬He's like‭,'‬YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN‭ '..‬"""
0‭,",""‬Always knows what I want‭, ‬not guy crazy‭, ‬hates Harry Potter‭..‬"""
0‭,",‬friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED‭!!!!!‬"
0‭,",‬Da Vinci Code sucks be‭...‬"
0‭,",‬brokeback mountain pretty much sucked‭..‬"
1‭,",‬I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable‭!:‬"
1‭,",‬DA VINCI CODE IS AWESOME‭!!‬"
1‭,",""‬I liked the first‭ """" ‬Mission Impossible‭.‬"""
1‭,",""‬the story of Harry Potter is a deep and profound one‭, ‬and I love Harry Potter‭.‬"""
1‭,",‬I love Brokeback Mountain‭.‬"
1‭,",‬The Da Vinci Code is awesome‭!!‬"
0‭,","", ‬she helped me bobbypin my insanely cool hat to my head‭, ‬and she laughed at my stupid brokeback mountain cowboy jokes‭..‬"""
1‭,",""‬Anyway‭, ‬thats why I love‭ """" ‬Brokeback Mountain‭.‬"""
1‭,",‬I love playing defensive positions and i love brokeback mountain‭..‬"
1‭,",""‬Because I would like to make friends who like the same things I like‭, ‬and I really like Harry Potter‭, ‬so I thought that joining a community like this would be a good start‭.‬"""
1‭,",‬Mission Impossible 3‭ ‬was excellent‭.‬"
0‭,",‬My dad's being stupid about brokeback mountain‭...‬"
1‭,",""‬the story of Harry Potter is a deep and profound one‭, ‬and I love Harry Potter‭.‬"""
1‭,",‬Harry Potter is AWESOME I don't care if anyone says differently‭!..‬"
1‭,",""‬So as felicia's mom is cleaning the table‭, ‬felicia grabs my keys and we dash out like freakin mission impossible‭.‬"""
1‭,",""‬Man‭, ‬I love Brokeback Mountain‭.‬"""
0‭,",""‬Oh‭, ‬and Brokeback Mountain was a terrible movie‭.‬"""
1‭,",‬Brokeback Mountain was an AWESOME movie‭.‬"
1‭,",‬I love The Da Vinci Code‭...‬"
1‭,",‬The Da Vinci Code is awesome‭..‬"
0‭,",""‬As I sit here‭, ‬watching the MTV Movie Awards‭, ‬I am reminded of how much I despised the movie Brokeback Mountain‭.‬"""
0‭,",‬These Harry Potter movies really suck‭.‬"
1‭,",‬i love brokeback mountain‭!‬"
1‭,",‬I like Mission Impossible movies because you never know who's on the right side‭.‬"
1‭,",‬I loved the da vinci code‭....‬"
1‭,",‬mission impossible 2‭ ‬rocks‭!!....‬"
1‭,",""‬I‭, ‬too‭, ‬like Harry Potter‭..‬"""
0‭,",‬da vinci code sucks‭...‬"
1‭,",‬Harry Potter is AWESOME I don't care if anyone says differently‭!..‬"
0‭,",‬I hate Mission Impossible movies‭.‬"
0‭,",‬These Harry Potter movies really suck‭.‬"
1‭,",""‬Anyway‭, ‬thats why I love‭ """" ‬Brokeback Mountain‭.‬"""
0‭,",‬Da Vinci Code sucked‭..‬"
1‭,",‬DA VINCI CODE IS AWESOME‭!!‬"
1‭,",""‬the story of Harry Potter is a deep and profound one‭, ‬and I love Harry Potter‭.‬"""
0‭,",‬Brokeback Mountain was boring‭.‬"
0‭,",‬friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED‭!!!!!‬"
1‭,",‬The Da Vinci Code was AWESOME‭!!‬"
1‭,",‬the people who are worth it know how much i love the da vinci code‭.‬"
1‭,",‬I love The Da Vinci Code‭...‬"
0‭,",""‬Always knows what I want‭, ‬not guy crazy‭, ‬hates Harry Potter‭..‬"""
0‭,",‬This quiz sucks and Harry Potter sucks ok bye‭..‬"
0‭,",‬da vinci code sucks‭...‬"
0‭,",‬I hate Harry Potter‭.‬"
0‭,","", ‬she helped me bobbypin my insanely cool hat to my head‭, ‬and she laughed at my stupid brokeback mountain cowboy jokes‭..‬"""
1‭,",""‬I still love MISSION IMPOSSIBLE even if it did make me fall and get 10.9‭ ‬in‭ """" ‬gym class‭ """"(‬"""
0‭,",""‬Oh‭, ‬and Brokeback Mountain was a terrible movie‭.‬"""
1‭,",‬Love luv lubb the Da Vinci Code‭!‬"
0‭,",""‬Oh‭, ‬and Brokeback Mountain was a terrible movie‭.‬"""
1‭,",‬Harry Potter is AWESOME I don't care if anyone says differently‭!..‬"
1‭,",‬we're gonna like watch Mission Impossible or Hoot‭.(‬"
1‭,",‬da vinci code was an awesome movie‭...‬"
1‭,",‬dudeee i LOVED brokeback mountain‭!!!!‬"
0‭,",‬We then saw Brokeback Mountain which is just depressing the second time around‭...‬"
0‭,",‬These Harry Potter movies really suck‭.‬"
0‭,",‬I hate Harry Potter‭.‬"
0‭,",""‬by the way‭, ‬the Da Vinci Code sucked‭, ‬just letting you know‭...‬"""
0‭,",""‬DA VINCI CODE SUCKS‭.‬"
1‭,",‬I love the Da Vinci Code‭.....‬"
0‭,",‬Da Vinci Code sucks‭.‬"
1‭,",""‬The Da Vinci Code was awesome‭, ‬I can't wait to read it‭...‬"""
1‭,",‬I love The Da Vinci Code‭...‬"
1‭,",""‬I liked the first‭ """" ‬Mission Impossible‭.‬"""
1‭,",""‬I liked the first‭ """" ‬Mission Impossible‭.‬"""
1‭,",‬I love Brokeback Mountain‭.‬"
0‭,","", ‬she helped me bobbypin my insanely cool hat to my head‭, ‬and she laughed at my stupid brokeback mountain cowboy jokes‭..‬"""
1‭,",‬i love kirsten‭ / ‬leah‭ / ‬kate escapades and mission impossible tom as well‭...‬"
0‭,",‬brokeback mountain is pretty depressing‭.‬"
1‭,",""‬So as felicia's mom is cleaning the table‭, ‬felicia grabs my keys and we dash out like freakin mission impossible‭.‬"""
1‭,",""‬Then back to my house to watch‭ """" ‬Brokeback Mountain‭ """" ‬which is a beautiful movie yet sad‭.‬"""
1‭,",‬man i loved brokeback mountain‭!‬"
1‭,",""‬Anyway‭, ‬thats why I love‭ """" ‬Brokeback Mountain‭.‬"""
1‭,",‬i love kirsten‭ / ‬leah‭ / ‬kate escapades and mission impossible tom as well‭...‬"
0‭,",‬Brokeback Mountain was boring‭.‬"
0‭,",""‬Not because I hate Harry Potter‭, ‬but because I am the type of person that likes it when the main character dies‭.‬"""
1‭,",""‬Because I would like to make friends who like the same things I like‭, ‬and I really like Harry Potter‭, ‬so I thought that joining a community like this would be a good start‭.‬"""
0‭,",""‬Is it just me‭, ‬or does Harry Potter suck‭?...‬"""
1‭,",‬I love Brokeback Mountain‭....‬"
1‭,",""‬I liked the first‭ """" ‬Mission Impossible‭.‬"""
1‭,",""‬I love the Harry Potter series if you can count that as‭ """" ‬a‭ """" ‬book‭, ‬also Catcher In the Tye‭, ‬Jane Eyre‭, ‬The Virgin Suicides‭, ‬yeah‭...‬"""
1‭,",‬the last stand and Mission Impossible 3‭ ‬both were awesome movies‭.‬"
0‭,",‬Da Vinci Code sucks be‭...‬"
1‭,",‬we're gonna like watch Mission Impossible or Hoot‭.(‬"
0‭,",""‬by the way‭, ‬the Da Vinci Code sucked‭, ‬just letting you know‭...‬"""
0‭,",‬Brokeback Mountain is fucking horrible‭..‬"
1‭,",""‬Anyway‭, ‬thats why I love‭ """" ‬Brokeback Mountain‭.‬"""
1‭,",‬man i loved brokeback mountain‭!‬"
0‭,",""‬Harry Potter dragged Draco Malfoy‭ ‬قÄô s trousers down past his hips and sucked him into his throat with vigor‭, ‬making whimpering noises and panting and groaning around the blonds rock-hard‭, ‬aching cock‭...‬"""
1‭,",‬the people who are worth it know how much i love the da vinci code‭.‬"
1‭,",‬I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable‭!:‬"
0‭,",""‬by the way‭, ‬the Da Vinci Code sucked‭, ‬just letting you know‭...‬"""
0‭,",""‬Is it just me‭, ‬or does Harry Potter suck‭?...‬"""
0‭,",‬Da Vinci code sucks ass as a movie‭.‬"
1‭,",""‬To be fair‭, ‬Harry Potter and the Goblet of Fire‭ ( ‬the novel‭ ) ‬is simply a lower shade of brilliant than the others‭, ‬but I had issues with it‭.‬"""
0‭,",‬These Harry Potter movies really suck‭.‬"
1‭,",""‬So as felicia's mom is cleaning the table‭, ‬felicia grabs my keys and we dash out like freakin mission impossible‭.‬"""
0‭,","", ‬she helped me bobbypin my insanely cool hat to my head‭, ‬and she laughed at my stupid brokeback mountain cowboy jokes‭..‬"""
1‭,",""‬I want to be here because I love Harry Potter‭, ‬and I really want a place where people take it serious‭, ‬but it is still so much fun‭.‬"""
1‭,",‬i love kirsten‭ / ‬leah‭ / ‬kate escapades and mission impossible tom as well‭...‬"
1‭,",""‬I want to be here because I love Harry Potter‭, ‬and I really want a place where people take it serious‭, ‬but it is still so much fun‭.‬"""
1‭,",‬I love Harry Potter‭..‬"
1‭,",‬dudeee i LOVED brokeback mountain‭!!!!‬"
1‭,",""‬The Da Vinci Code was awesome‭, ‬I can't wait to read it‭...‬"""
1‭,",‬The Da Vinci Code is awesome‭..‬"
1‭,",‬da vinci code was an awesome movie‭...‬"
0‭,",‬My dad's being stupid about brokeback mountain‭...‬"
1‭,",""‬the story of Harry Potter is a deep and profound one‭, ‬and I love Harry Potter‭.‬"""
0‭,",‬Da Vinci Code sucks be‭...‬"
1‭,",‬DA VINCI CODE IS AWESOME‭!!‬"
1‭,",""‬@‭ ‬shraddha‭: ‬You are a Harry Potter fan too‭, ‬that's great‭.‬"""
1‭,",‬DA VINCI CODE IS AWESOME‭!!‬"
1‭,",‬I am going to start reading the Harry Potter series again because that is one awesome story‭.‬"
1‭,",""‬He's like‭,'‬YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN‭ '..‬"""
1‭,",""‬I‭, ‬too‭, ‬like Harry Potter‭..‬"""
1‭,",‬Brokeback Mountain was an AWESOME movie‭.‬"
1‭,",""‬He's like‭,'‬YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN‭ '..‬"""
0‭,",""‬I hate Harry Potter‭, ‬it's retarted‭, ‬gay and stupid and there's only one Black guy‭...‬"""
1‭,",""‬I‭ ‬قÄô m also a person who very much enjoys in-depth conversations‭, ‬especially over subjects I'm interested and intrigued by‭, ‬like Harry Potter‭.‬"""
0‭,",‬i heard da vinci code sucked soo much only 2.5‭ ‬stars‭:‬"
1‭,",""‬The Da Vinci Code was awesome‭, ‬I can't wait to read it‭...‬"""
1‭,",""‬Anyway‭, ‬thats why I love‭ """" ‬Brokeback Mountain‭.‬"""
1‭,",‬i LOVE brokeback mountain‭..‬"
0‭,",""‬by the way‭, ‬the Da Vinci Code sucked‭, ‬just letting you know‭...‬"""
1‭,",‬Love the Harry Potter series though I try not to talk about it too much‭..‬"
1‭,",‬I love The Da Vinci Code‭...‬"
1‭,",‬i love kirsten‭ / ‬leah‭ / ‬kate escapades and mission impossible tom as well‭...‬"
1‭,",‬The Da Vinci Code is awesome‭!!‬"
0‭,",""‬Oh‭, ‬and Brokeback Mountain is a TERRIBLE movie‭...‬"""
0‭,",‬Da Vinci Code sucked‭..‬"
0‭,",""‬Da Vinci Code‭ = ‬Up‭, ‬Up‭, ‬Down‭, ‬Down‭, ‬Left‭, ‬Right‭, ‬Left‭, ‬Right‭, ‬B‭, ‬A‭, ‬SUCK‭!‬"""
1‭,",""‬I‭, ‬too‭, ‬like Harry Potter‭..‬"""
0‭,",‬Da Vinci Code sucks be‭...‬"
1‭,",""‬So as felicia's mom is cleaning the table‭, ‬felicia grabs my keys and we dash out like freakin mission impossible‭.‬"""
1‭,",‬Harry Potter Rocks‭!!!!!!!!!‬"
1‭,",""‬After I'd read OotP for the sixth time‭, ‬I was desperate for some new Harry Potter‭.‬"""
0‭,",""‬I hate Harry Potter‭, ‬it's retarted‭, ‬gay and stupid and there's only one Black guy‭...‬"""
1‭,",‬Mission Impossible 3‭ ‬was excellent‭.‬"
1‭,",‬Brokeback mountain was beautiful‭...‬"
1‭,",""‬I love the Harry Potter series if you can count that as‭ """" ‬a‭ """" ‬book‭, ‬also Catcher In the Tye‭, ‬Jane Eyre‭, ‬The Virgin Suicides‭, ‬yeah‭...‬"""
1‭,",""‬the story of Harry Potter is a deep and profound one‭, ‬and I love Harry Potter‭.‬"""
1‭,",""‬Brokeback Mountain-Beautiful‭, ‬sweeping‭, ‬moving‭...‬"""
0‭,",""‬Always knows what I want‭, ‬not guy crazy‭, ‬hates Harry Potter‭..‬"""
1‭,",‬I love Harry Potter‭..‬"
0‭,",""‬Not because I hate Harry Potter‭, ‬but because I am the type of person that likes it when the main character dies‭.‬"""
1‭,",‬I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable‭!:‬"
1‭,",‬I love The Da Vinci Code‭...‬"
0‭,",""‬As I sit here‭, ‬watching the MTV Movie Awards‭, ‬I am reminded of how much I despised the movie Brokeback Mountain‭.‬"""
0‭,",""‬Oh‭, ‬and Brokeback Mountain is a TERRIBLE movie‭...‬"""
0‭,",‬Brokeback Mountain is fucking horrible‭..‬"
1‭,",‬the last stand and Mission Impossible 3‭ ‬both were awesome movies‭.‬"
1‭,",‬I love Harry Potter‭.‬"
1‭,",‬Mission Impossible 3‭ ‬was excellent‭.‬"
0‭,",‬Brokeback Mountain is fucking horrible‭..‬"
1‭,",‬man i loved brokeback mountain‭!‬"
1‭,",‬The Da Vinci Code was absolutely AWESOME‭!‬"
1‭,",‬I love intellectual Harry Potter debates‭..‬"
1‭,",‬dudeee i LOVED brokeback mountain‭!!!!‬"
0‭,",""‬Brokeback Mountain was just as depressing as the first time‭, ‬but I'm glad I went to see it again‭.‬"""
1‭,",‬and I liked Mission Impossible which I saw for the first time last night‭...‬"
1‭,",""‬He's like‭,'‬YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN‭ '..‬"""
0‭,",‬My dad's being stupid about brokeback mountain‭...‬"
1‭,",""‬I‭, ‬too‭, ‬like Harry Potter‭..‬"""
1‭,",‬i loved brokeback mountain‭!..‬"
0‭,",‬Ok brokeback mountain is such a horrible movie‭.‬"
1‭,",‬Brokeback mountain was beautiful‭...‬"
1‭,",""‬The Da Vinci Code was awesome‭, ‬I can't wait to read it‭...‬"""
0‭,",‬So Brokeback Mountain was really depressing‭.‬"
0‭,",‬Da Vinci Code sucks‭.‬"
0‭,",""‬Combining the opinion‭ / ‬review from Gary and Gin Zen‭, ‬The Da Vinci Code sucks‭.‬"""
1‭,",‬I like Mission Impossible movies because you never know who's on the right side‭.‬"
0‭,",‬So Brokeback Mountain was really depressing‭.‬"
0‭,",""‬Da Vinci Code‭ = ‬Up‭, ‬Up‭, ‬Down‭, ‬Down‭, ‬Left‭, ‬Right‭, ‬Left‭, ‬Right‭, ‬B‭, ‬A‭, ‬SUCK‭!‬"""
0‭,",‬Ok brokeback mountain is such a horrible movie‭.‬"
1‭,",‬I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable‭!:‬"
1‭,",‬and mission impossible 3‭ ‬was awesome‭.‬"
0‭,",‬da vinci code sucks‭...‬"
1‭,",""‬I hate it though‭, ‬because I really like his Mission Impossible films‭, ‬so I feel bad when I go see them in theater‭, ‬since I'm putting money in his pocket doing that‭.‬"""
0‭,",""‬Oh‭, ‬and Brokeback Mountain was a terrible movie‭.‬"""
0‭,",‬Da Vinci Code sucked‭..‬"
1‭,",""‬So as felicia's mom is cleaning the table‭, ‬felicia grabs my keys and we dash out like freakin mission impossible‭.‬"""
1‭,",‬dudeee i LOVED brokeback mountain‭!!!!‬"
1‭,",‬Brokeback mountain was beautiful‭...‬"
1‭,",‬DA VINCI CODE IS AWESOME‭!!‬"
1‭,",""‬Friday I went out with Chris and we watched Mission Impossible 3‭, ‬that was an awesome movie‭.‬"""
1‭,",""‬He's like‭,'‬YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN‭ '..‬"""
0‭,",‬Da Vinci Code sucks be‭...‬"
1‭,",‬I love Harry Potter‭.‬"
1‭,",‬Brokeback Mountain was an AWESOME movie‭.‬"
1‭,",‬the people who are worth it know how much i love the da vinci code‭.‬"
1‭,",""‬I‭, ‬too‭, ‬like Harry Potter‭..‬"""
1‭,",‬I love The Da Vinci Code‭...‬"
1‭,",‬I wanted desperately to love'The Da Vinci Code as a film‭.‬"
1‭,",""‬Because I would like to make friends who like the same things I like‭, ‬and I really like Harry Potter‭, ‬so I thought that joining a community like this would be a good start‭.‬"""
1‭,",‬mission impossible 2‭ ‬rocks‭!!....‬"
1‭,",""‬So as felicia's mom is cleaning the table‭, ‬felicia grabs my keys and we dash out like freakin mission impossible‭.‬"""
1‭,",‬Love luv lubb the Da Vinci Code‭!‬"
1‭,",‬Brokeback Mountain was an AWESOME movie‭.‬"
1‭,",‬I wanted desperately to love'The Da Vinci Code as a film‭.‬"
1‭,",""‬The Da Vinci Code was awesome‭, ‬I can't wait to read it‭...‬"""
1‭,",‬I love that Harry Potter‭.‬"
1‭,",‬Mission Impossible 3‭ ‬was excellent‭.‬"
0‭,",""‬Always knows what I want‭, ‬not guy crazy‭, ‬hates Harry Potter‭..‬"""
1‭,",‬man i loved brokeback mountain‭!‬"
1‭,",‬Brokeback mountain was beautiful‭...‬"
1‭,",‬man i loved brokeback mountain‭!‬"
1‭,",‬I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable‭!:‬"
1‭,",‬I am going to start reading the Harry Potter series again because that is one awesome story‭.‬"
1‭,",‬Mission Impossible III was an AWESOME MOVIE‭!!!‬"
0‭,",‬Da Vinci Code sucked‭..‬"
1‭,",""‬The Da Vinci Code was awesome‭, ‬I can't wait to read it‭...‬"""
0‭,",‬so we ran off because we HATED Top Gun‭ / ‬Mission Impossible 2‭ / ‬Cocktail‭.‬"
1‭,",‬The Da Vinci Code is awesome‭..‬"
0‭,",""‬Da Vinci Code‭ = ‬Up‭, ‬Up‭, ‬Down‭, ‬Down‭, ‬Left‭, ‬Right‭, ‬Left‭, ‬Right‭, ‬B‭, ‬A‭, ‬SUCK‭!‬"""
0‭,","", ‬she helped me bobbypin my insanely cool hat to my head‭, ‬and she laughed at my stupid brokeback mountain cowboy jokes‭..‬"""
0‭,",‬Da Vinci Code sucked‭..‬"
1‭,",‬I love The Da Vinci Code‭.‬"
1‭,",‬The Da Vinci Code is awesome‭..‬"
1‭,",‬DA VINCI CODE IS AWESOME‭!!‬"
1‭,",""‬I liked the first‭ """" ‬Mission Impossible‭.‬"""
1‭,",‬Hey I loved The Da Vinci Code‭!..‬"
0‭,",""‬Then snuck into Brokeback Mountain‭, ‬which is the most depressing movie I have ever seen‭..‬"""
1‭,",‬Mission Impossible 3‭ ‬was awesome‭.‬"
0‭,",‬da vinci code sucks‭.‬"
0‭,",""‬Harry Potter dragged Draco Malfoy‭ ‬قÄô s trousers down past his hips and sucked him into his throat with vigor‭, ‬making whimpering noises and panting and groaning around the blonds rock-hard‭, ‬aching cock‭...‬"""
1‭,",‬Brokeback mountain was beautiful‭...‬"
0‭,",‬I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with‭.‬"
0‭,",‬Brokeback Mountain was boring‭.‬"
0‭,",‬I'm glad that stupid Brokeback Mountain didn't win‭..‬"
1‭,",‬The Da Vinci Code was absolutely AWESOME‭!‬"
0‭,",‬These Harry Potter movies really suck‭.‬"
1‭,",""‬He's like‭,'‬YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN‭ '..‬"""
1‭,",‬Love luv lubb the Da Vinci Code‭!‬"
0‭,",""‬Harry Potter dragged Draco Malfoy‭ ‬قÄô s trousers down past his hips and sucked him into his throat with vigor‭, ‬making whimpering noises and panting and groaning around the blonds rock-hard‭, ‬aching cock‭...‬"""
1‭,",‬DA VINCI CODE IS AWESOME‭!!‬"
1‭,",‬I love Brokeback Mountain‭....‬"
0‭,",‬Da Vinci Code sucks‭.‬"
0‭,",‬I think RENT‭ / ‬Brokeback Mountain might be pretty awkward and awful together‭.....‬"
1‭,",‬The Da Vinci Code is awesome‭..‬"
1‭,",‬The Da Vinci Code is awesome‭..‬"
0‭,",""‬As I sit here‭, ‬watching the MTV Movie Awards‭, ‬I am reminded of how much I despised the movie Brokeback Mountain‭.‬"""
0‭,",‬So Brokeback Mountain was really depressing‭.‬"
0‭,",""‬Always knows what I want‭, ‬not guy crazy‭, ‬hates Harry Potter‭..‬"""
0‭,",‬Ok brokeback mountain is such a horrible movie‭.‬"
1‭,",‬I love Brokeback Mountain‭....‬"
0‭,",""‬I hate Harry Potter‭, ‬it's retarted‭, ‬gay and stupid and there's only one Black guy‭...‬"""
0‭,",""‬Not because I hate Harry Potter‭, ‬but because I am the type of person that likes it when the main character dies‭.‬"""
1‭,",‬I love Harry Potter‭.‬"
0‭,",‬I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with‭.‬"
1‭,",‬the people who are worth it know how much i love the da vinci code‭.‬"
0‭,",""‬I hate Harry Potter‭, ‬it's retarted‭, ‬gay and stupid and there's only one Black guy‭...‬"""
0‭,",‬This quiz sucks and Harry Potter sucks ok bye‭..‬"
1‭,",‬Mission Impossible 3‭ ‬was excellent‭.‬"
1‭,",""‬The Da Vinci Code was awesome‭, ‬I can't wait to read it‭...‬"""
0‭,",‬did i mention the da vinci code sucked big donkey balls‭?..‬"
0‭,",‬The Da Vinci Code sucked big time‭.‬"
0‭,",‬My dad's being stupid about brokeback mountain‭...‬"
1‭,",‬DA VINCI CODE IS AWESOME‭!!‬"
0‭,",""‬I hate Harry Potter‭, ‬that daniel wotshisface needs a fucking slap‭...‬"""
